pmid,gene,doi,title,abstract,year,keywords,pubmed_count
36168622,RYR1,10.7150/thno.70814,The metabolic genomic atlas reveals potential drivers and clinically relevant insights into the etiology of esophageal squamous cell carcinoma.,"<b>Background:</b> Esophageal squamous cell carcinoma (ESCC) is one of the most common cancers globally, with a poor prognosis and ambiguous therapy target. As a hallmark of cancer, metabolism reprogramming plays a critical role in the development of ESCC; however, the genomic alterations underlying this reconfiguration are still largely unknown. <b>Methods:</b> We have comprehensively studied the metabolic genomic variations in an integrated ESCC cohort of 490 patients and characterized the somatic alterations associated with various metabolic pathways. <b>Results:</b> The somatic mutations and copy number alterations (CNAs) occurred heterogeneously in all patients. Using CNA-based clustering, we stratified patients into three clusters and Cluster3 with more deletions marked for worse prognosis. Our findings revealed detailed genetic alterations in components of metabolic pathways and highlighted the role of metal ion channel transporters and non-neuronal/neuronal synapse systems in the development of ESCC. We found a subset of potential metabolic drivers and functionally validated RYR2, MGST3, and CYP8B1 involved in the ESCC-associated malignancy. Another key finding was that we identified 27 metabolic genes with genomic alterations that could serve as independent prognostic factors and figured out two genetic panels that could stratify patients into distinct prognostic groups. <b>Conclusion:</b> Collectively, our study provided a deep insight into the metabolic landscape in ESCC, extending our understanding of the metabolic reconfiguration underlying the genomic basis of ESCC. Furthermore, our findings revealed potential prognostic factors of ESCC, which are expected to contribute to the accurate determination of the prognosis in the clinic.",2022,"ESCC; clinical implications; copy number alterations (CNAs); metabolic genomic atlas; somatic mutations; Carcinoma, Squamous Cell; Esophageal Neoplasms; Esophageal Squamous Cell Carcinoma; Genomics; Humans; Ryanodine Receptor Calcium Release Channel; Steroid 12-alpha-Hydroxylase",5
34700279,RYR1,10.1016/j.oraloncology.2021.105547,Whole-exome sequencing identifies biosignatures that predict adverse survival outcomes in surgically treated patients with oral cavity squamous cell carcinoma.,"The postoperative outcomes of patients with oral cavity squamous cell carcinoma (OCSCC) vary greatly. To improve risk stratification, we sought to identify genetic biosignatures by whole-exome sequencing (WES). We retrieved patients with OCSCC patients with paired freshly frozen malignant and non-malignant tissue specimens and performed WES by Illumina HiSeq4000 platform. We further applied a tree-based method to analyze copy number variations and obtain signature classification and driver-gene identification. We further confirmed the prognostic impact of the WES biosignature in an external independent validation set. We examined 168 paired samples from patients with surgically treated OCSCC. Similar to the literature, the most commonly mutated genes were TP53 (66%), FAT1 (32%), and NOTCH1 (24%). The signatures 13 (APOBEC Cytidine deaminase [C&#xa0;&gt;&#xa0;G]), 1 (spontaneous deamination of 5-methylcytosine), and 7 (UV exposure) showed the highest concordance rates. Using the MutSigCV, MuSiC, 20/20+, OncodriveFML, e-Driver, OncodriveCLUST, and tree-based methods, we identified a nine-gene OCSCC panel (RYR1, HLA-B, TSHZ2, PCDH17, DNAH17, GRID1, SBNO2, KSR2, and GCN1L1) predicting survival outcomes in our sample. We used the TCGA database to validate the prognostic value of the panel independently. Furthermore, gene-gene covariance analysis confirmed the coexistence of several gene alterations. We identified and independently validated a WES biosignature that predicts outcomes in surgically treated OCSCC in Taiwan, a betel-quid-chewing-prevent area. We proposed that the panel might help clinical trial designation for adjuvant therapy based on the risk stratification from the novel gene panel and identify targets for liquid biopsy monitoring during surveillance.",2022,Betel quid; Biosignatures; Oral cavity squamous cell carcinoma; Prognosis; Risk stratification; Whole-exome sequencing; DNA Copy Number Variations; Humans; Mouth Neoplasms; Squamous Cell Carcinoma of Head and Neck; Taiwan; Exome Sequencing,5
33232371,RYR1,10.1371/journal.pone.0242780,Discovering novel driver mutations from pan-cancer analysis of mutational and gene expression profiles.,"As the genomic profile across cancers varies from person to person, patient prognosis and treatment may differ based on the mutational signature of each tumour. Thus, it is critical to understand genomic drivers of cancer and identify potential mutational commonalities across tumors originating at diverse anatomical sites. Large-scale cancer genomics initiatives, such as TCGA, ICGC and GENIE have enabled the analysis of thousands of tumour genomes. Our goal was to identify new cancer-causing mutations that may be common across tumour sites using mutational and gene expression profiles. Genomic and transcriptomic data from breast, ovarian, and prostate cancers were aggregated and analysed using differential gene expression methods to identify the effect of specific mutations on the expression of multiple genes. Mutated genes associated with the most differentially expressed genes were considered to be novel candidates for driver mutations, and were validated through literature mining, pathway analysis and clinical data investigation. Our driver selection method successfully identified 116 probable novel cancer-causing genes, with 4 discovered in patients having no alterations in any known driver genes: MXRA5, OBSCN, RYR1, and TG. The candidate genes previously not officially classified as cancer-causing showed enrichment in cancer pathways and in cancer diseases. They also matched expectations pertaining to properties of cancer genes, for instance, showing larger gene and protein lengths, and having mutation patterns suggesting oncogenic or tumor suppressor properties. Our approach allows for the identification of novel putative driver genes that are common across cancer sites using an unbiased approach without any a priori knowledge on pathways or gene interactions and is therefore an agnostic approach to the identification of putative common driver genes acting at multiple cancer sites.",2021,"Databases, Nucleic Acid; Female; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Humans; Male; Mutation; Oncogene Proteins; Precancerous Conditions; Transcriptome",5
29122966,RYR1,10.1152/japplphysiol.00897.2017,Skeletal muscle function during the progression of cancer cachexia in the male Apc<sup>Min/+</sup> mouse.,"While cancer-induced skeletal muscle wasting has been widely investigated, the drivers of cancer-induced muscle functional decrements are only beginning to be understood. Decreased muscle function impacts cancer patient quality of life and health status, and several potential therapeutics have failed in clinical trials due to a lack of functional improvement. Furthermore, systemic inflammation and intrinsic inflammatory signaling's role in the cachectic disruption of muscle function requires further investigation. We examined skeletal muscle functional properties during cancer cachexia and determined their relationship to systemic and intrinsic cachexia indices. Male Apc<sup>Min/+</sup> (MIN) mice were stratified by percent body weight loss into weight stable (WS; &lt;5% loss) or cachectic (CX; &gt;5% loss). Age-matched C57BL/6 littermates served as controls. Tibialis anterior (TA) twitch properties, tetanic force, and fatigability were examined in situ. TA protein and mRNA expression were examined in the nonstimulated leg. CX decreased muscle mass, tetanic force (P<sub>o</sub>), and specific tetanic force (<sub>s</sub>P<sub>o</sub>). Whole body and muscle fatigability were increased in WS and CX. CX had slower contraction rates, +dP/d t and -dP/d t, which were inversely associated with muscle signal transducer and activator of transcription 3 ( STAT3) and p65 activation. STAT3 and p65 activation were also inversely associated with P<sub>o</sub>. However, STAT3 was not related to <sub>s</sub>P<sub>o</sub> or fatigue. Muscle suppressor of cytokine signaling 3 mRNA expression was negatively associated with TA weight, P<sub>o</sub>, and <sub>s</sub>P<sub>o</sub> but not fatigue. Our study demonstrates that multiple functional deficits that occur with cancer cachexia are associated with increased muscle inflammatory signaling. Notably, muscle fatigability is increased in the MIN mouse before cachexia development. NEW &amp; NOTEWORTHY Recent studies have identified decrements in skeletal muscle function during cachexia. We have extended these studies by directly relating decrements in muscle function to established cachexia indices. Our results demonstrate that a slow-fatigable contractile phenotype is developed during the progression of cachexia that coincides with increased muscle inflammatory signaling. Furthermore, regression analysis identified predictors of cancer-induced muscle dysfunction. Last, we report the novel finding that whole body and muscle fatigability were increased before cachexia development.",2019,"fatigability; interleukin-6; muscle fatigue; muscle force; muscle twitch characteristics; Animals; Cachexia; Calsequestrin; Disease Progression; Male; Mice; Muscle Contraction; Muscle Fatigue; Muscle Strength; Muscle, Skeletal; Neoplasms; Ryanodine Receptor Calcium Release Channel; Sarcoplasmic Reticulum Calcium-Transporting ATPases",5
37084728,PPARGC1A,10.1016/j.devcel.2023.03.021,Diet suppresses glioblastoma initiation in mice by maintaining quiescence of mutation-bearing neural stem cells.,"Glioblastoma is thought to originate from neural stem cells (NSCs) of the subventricular zone that acquire genetic alterations. In the adult brain, NSCs are largely quiescent, suggesting that deregulation of quiescence maintenance may be a prerequisite for tumor initiation. Although inactivation of the tumor suppressor p53 is a frequent event in gliomagenesis, whether or how it affects quiescent NSCs (qNSCs) remains unclear. Here, we show that p53 maintains quiescence by inducing fatty-acid oxidation (FAO) and that acute p53 deletion in qNSCs results in their premature activation to a proliferative state. Mechanistically, this occurs through direct transcriptional induction of PPARGC1a, which in turn activates PPAR&#x3b1; to upregulate FAO genes. Dietary supplementation with fish oil containing omega-3 fatty acids, natural PPAR&#x3b1; ligands, fully restores quiescence of p53-deficient NSCs and delays tumor initiation in a glioblastoma mouse model. Thus, diet can silence glioblastoma driver mutations, with important implications for cancer prevention.",2023,fatty acid oxidation; metabolism; neural stem cells; p53; quiescence; tumour initiation; Mice; Animals; Glioblastoma; Tumor Suppressor Protein p53; PPAR alpha; Diet; Neural Stem Cells; Mutation,14
36735267,PPARGC1A,10.1167/tvst.12.2.4,Integrated Whole-Exome and Transcriptome Sequencing Indicated Dysregulation of Cholesterol Metabolism in Eyelid Sebaceous Gland Carcinoma.,"To identify the molecular background of eyelid sebaceous gland carcinomas (SCs), we conducted the integrated whole-exome sequencing and transcriptome sequencing for eyelid SCs in this study. The genetic alterations were studied by whole-exome sequencing, and the messenger RNA expression was studied using Oxford Nanopore Technologies (ONT) in five paired fresh eyelid SC tissues and adjacent normal tissues. Integrated analysis of exome and transcriptomic information was conducted for filtering candidate driver genes. Protein-protein interaction (PPI) network of filtered candidate genes was analyzed by STRING. The protein expression was verified by immunohistochemistry in 29 eyelid SCs and 17 compared normal sebaceous gland tissues. The average numbers of pathogenic somatic single-nucleotide variants (SNVs) and indels in eyelid SCs were 75 and 28, respectively. Tumor protein p53 (TP53), zinc finger protein 750 (ZNF750), filaggrin 2 (FLG2), valosin-containing protein (VCP), and zinc finger protein 717 (ZNF717) were recurrent mutated genes. A mean of 844 differentially expressed genes (DEGs) were upregulated, and 1401 DEGs were downregulated in SC samples. The intersection of DEG-based pathways and mutation-based pathways was mainly involved in microbial infection and inflammation, immunodeficiency, cancer, lipid metabolism, and the other pathways. The intersection of DEGs and mutated genes consisted of 55 genes, of which 15 genes formed a PPI network with 4 clusters. The PPI cluster composed of scavenger receptor class B member 1 (SCARB1), peroxisome proliferator-activated receptor &#x3b3; (PPARG), peroxisome proliferator-activated receptor &#x3b3; coactivator 1&#x3b1; (PPARGC1A) was involved in cholesterol metabolism. The expression of SCARB1 protein was found to be increased, whereas that of PPARG protein was decreased in eyelid SCs compared to that in the normal sebaceous glands. Increased SCARB1 and decreased PPARG indicated that dysregulation of cholesterol metabolism might be involved in carcinogenesis of eyelid SCs. The malfunction in cholesterol metabolism might advance our knowledge of the carcinogenesis of eyelid SCs.",2023,Humans; Transcriptome; Exome; Sebaceous Glands; PPAR gamma; Exome Sequencing; Eyelid Neoplasms; Eyelids; Carcinogenesis; Lipid Metabolism; Carcinoma; Cholesterol; Transcription Factors; Tumor Suppressor Proteins,14
36120553,PPARGC1A,10.3389/fmolb.2022.983840,Construction of a tumor immune infiltration macrophage signature for predicting prognosis and immunotherapy response in liver cancer.,"Liver cancer is an extraordinarily heterogeneous malignant disease. The tumor microenvironment (TME) and tumor-associated macrophages (TAMs) are the major drivers of liver cancer initiation and progression. It is critical to have a better understanding of the complicated interactions between liver cancer and the immune system for the development of cancer immunotherapy. Based on the gene expression profiles of tumor immune infiltration cells (TIICs), upregulated genes in TAMs and downregulated genes in other types of immune cells were identified as macrophage-specific genes (MSG). In this study, we combined MSG, immune subtypes, and clinical information on liver cancer to develop a tumor immune infiltration macrophage signature (TIMSig). A four-gene signature (S100A9, SLC22A15, TRIM54, and PPARGC1A) was identified as the TAM-related prognostic genes for liver cancer, independent of multiple clinicopathological parameters. Survival analyses showed that patients with low TIMSig had a superior survival rate than those with high TIMSig. Additionally, clinical immunotherapy response and TIMSig was observed as highly relevant. In addition, TIMSig could predict the response to chemotherapy. Collectively, the TIMSig could be a potential tool for risk-stratification, clinical decision making, treatment planning, and oncology immunotherapeutic drug development.",2022,immune infiltration; immunotherapy response; macrophage; prognosis; tumor microenvironment,14
33398183,PPARGC1A,10.1038/s41590-020-00834-9,Mitochondrial stress induced by continuous stimulation under hypoxia rapidly drives T cell exhaustion.,"Cancer and chronic infections induce T cell exhaustion, a hypofunctional fate carrying distinct epigenetic, transcriptomic and metabolic characteristics. However, drivers of exhaustion remain poorly understood. As intratumoral exhausted T cells experience severe hypoxia, we hypothesized that metabolic stress alters their responses to other signals, specifically, persistent antigenic stimulation. In vitro, although CD8<sup>+</sup> T cells experiencing continuous stimulation or hypoxia alone differentiated into functional effectors, the combination rapidly drove T cell dysfunction consistent with exhaustion. Continuous stimulation promoted Blimp-1-mediated repression of PGC-1&#x3b1;-dependent mitochondrial reprogramming, rendering cells poorly responsive to hypoxia. Loss of mitochondrial function generated intolerable levels of reactive oxygen species (ROS), sufficient to promote exhausted-like states, in part through phosphatase inhibition and the consequent activity of nuclear factor of activated T cells. Reducing T cell-intrinsic ROS and lowering tumor hypoxia limited T cell exhaustion, synergizing with immunotherapy. Thus, immunologic and metabolic signaling are intrinsically linked: through mitigation of metabolic stress, T cell differentiation can be altered to promote more functional cellular fates.",2021,"Animals; CD8-Positive T-Lymphocytes; Cell Line, Tumor; Coculture Techniques; Energy Metabolism; Female; HEK293 Cells; Humans; Lymphocyte Activation; Lymphocytes, Tumor-Infiltrating; Male; Melanoma, Experimental; Mice, Inbred C57BL; Mice, Transgenic; Mitochondria; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Positive Regulatory Domain I-Binding Factor 1; Reactive Oxygen Species; Signal Transduction; Tumor Hypoxia; Tumor Microenvironment",14
33266219,PPARGC1A,10.3390/ijms21239125,Cancer Stem Cell-Associated Pathways in the Metabolic Reprogramming of Breast Cancer.,"Metabolic reprogramming of cancer is now considered a hallmark of many malignant tumors, including breast cancer, which remains the most commonly diagnosed cancer in women all over the world. One of the main challenges for the effective treatment of breast cancer emanates from the existence of a subpopulation of tumor-initiating cells, known as cancer stem cells (CSCs). Over the years, several pathways involved in the regulation of CSCs have been identified and characterized. Recent research has also shown that CSCs are capable of adopting a metabolic flexibility to survive under various stressors, contributing to chemo-resistance, metastasis, and disease relapse. This review summarizes the links between the metabolic adaptations of breast cancer cells and CSC-associated pathways. Identification of the drivers capable of the metabolic rewiring in breast cancer cells and CSCs and the signaling pathways contributing to metabolic flexibility may lead to the development of effective therapeutic strategies. This review also covers the role of these metabolic adaptation in conferring drug resistance and metastasis in breast CSCs.",2021,"breast cancer; cancer stem cells; metabolism; signaling pathways; Acyltransferases; Adaptor Proteins, Signal Transducing; Biomarkers; Breast Neoplasms; Cell Transformation, Neoplastic; Cellular Reprogramming; Energy Metabolism; Humans; Janus Kinases; Metabolic Networks and Pathways; NF-kappa B; Neoplastic Stem Cells; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; STAT Transcription Factors; Signal Transduction; Transcription Factors; YAP-Signaling Proteins",14
33230156,PPARGC1A,10.1038/s41598-020-77055-5,Identification of transcription factor co-regulators that drive prostate cancer progression.,"In prostate cancer (PCa), and many other hormone-dependent cancers, there is clear evidence for distorted transcriptional control as disease driver mechanisms. Defining which transcription factor (TF) and coregulators are altered and combine to become oncogenic drivers remains a challenge, in part because of the multitude of TFs and coregulators and the diverse genomic space on which they function. The current study was undertaken to identify which TFs and coregulators are commonly altered in PCa. We generated unique lists of TFs (n&#x2009;=&#x2009;2662), coactivators (COA; n&#x2009;=&#x2009;766); corepressors (COR; n&#x2009;=&#x2009;599); mixed function coregulators (MIXED; n&#x2009;=&#x2009;511), and to address the challenge of defining how these genes are altered we tested how expression, copy number alterations and mutation status varied across seven prostate cancer (PCa) cohorts (three of localized and four advanced disease). Testing of significant changes was undertaken by bootstrapping approaches and the most significant changes were identified. For one commonly and significantly altered gene were stably knocked-down expression and undertook cell biology experiments and RNA-Seq to identify differentially altered gene networks and their association with PCa progression risks. COAS, CORS, MIXED and TFs all displayed significant down-regulated expression (q.value&#x2009;&lt;&#x2009;0.1) and correlated with protein expression (r 0.4-0.55). In localized PCa, stringent expression filtering identified commonly altered TFs and coregulator genes, including well-established (e.g. ERG) and underexplored (e.g. PPARGC1A, encodes PGC1&#x3b1;). Reduced PPARGC1A expression significantly associated with worse disease-free survival in two cohorts of localized PCa. Stable PGC1&#x3b1; knockdown in LNCaP cells increased growth rates and invasiveness and RNA-Seq revealed a profound basal impact on gene expression (~&#x2009;2300 genes; FDR&#x2009;&lt;&#x2009;0.05, logFC&#x2009;&gt;&#x2009;1.5), but only modestly impacted PPAR&#x3b3; responses. GSEA analyses of the PGC1&#x3b1; transcriptome revealed that it significantly altered the AR-dependent transcriptome, and was enriched for epigenetic modifiers. PGC1&#x3b1;-dependent genes were overlapped with PGC1&#x3b1;-ChIP-Seq genes and significantly associated in TCGA with higher grade tumors and worse disease-free survival. These methods and data demonstrate an approach to identify cancer-driver coregulators in cancer, and that PGC1&#x3b1; expression is clinically significant yet underexplored coregulator in aggressive early stage PCa.",2021,"Cell Line, Tumor; Cell Movement; Cell Proliferation; Cohort Studies; Disease Progression; Disease-Free Survival; Down-Regulation; Gene Expression Regulation, Neoplastic; Gene Knockdown Techniques; Gene Regulatory Networks; Humans; Male; Mutation; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Prostatic Neoplasms; RNA-Seq; Transcription Factors; Transcriptome",14
32315286,PPARGC1A,10.1172/JCI129049,HDAC inhibitors elicit metabolic reprogramming by targeting super-enhancers in glioblastoma models.,"The Warburg effect is a tumor-related phenomenon that could potentially be targeted therapeutically. Here, we showed that glioblastoma (GBM) cultures and patients' tumors harbored super-enhancers in several genes related to the Warburg effect. By conducting a transcriptome analysis followed by ChIP-Seq coupled with a comprehensive metabolite analysis in GBM models, we found that FDA-approved global (panobinostat, vorinostat) and selective (romidepsin) histone deacetylase (HDAC) inhibitors elicited metabolic reprogramming in concert with disruption of several Warburg effect-related super-enhancers. Extracellular flux and carbon-tracing analyses revealed that HDAC inhibitors blunted glycolysis in a c-Myc-dependent manner and lowered ATP levels. This resulted in the engagement of oxidative phosphorylation (OXPHOS) driven by elevated fatty acid oxidation (FAO), rendering GBM cells dependent on these pathways. Mechanistically, interference with HDAC1/-2 elicited a suppression of c-Myc protein levels and a concomitant increase in 2 transcriptional drivers of oxidative metabolism, PGC1&#x3b1; and PPARD, suggesting an inverse relationship. Rescue and ChIP experiments indicated that c-Myc bound to the promoter regions of PGC1&#x3b1; and PPARD to counteract their upregulation driven by HDAC1/-2 inhibition. Finally, we demonstrated that combination treatment with HDAC and FAO inhibitors extended animal survival in patient-derived xenograft model systems in vivo more potently than single treatments in the absence of toxicity.",2021,Intermediary metabolism; Oncology; Animals; Cellular Reprogramming; Fatty Acids; Glioblastoma; Glycolysis; HCT116 Cells; Histone Deacetylase 1; Histone Deacetylase 2; Histone Deacetylase Inhibitors; Humans; Mice; Oxidative Phosphorylation; PPAR delta; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Proto-Oncogene Proteins c-myc; Response Elements,14
31217429,PPARGC1A,10.1038/s41598-019-43998-7,Progressive expression of PPARGC1&#x3b1; is associated with hair miniaturization in androgenetic alopecia.,"Current opinion views androgens as the pathogenic driver in the miniaturization of hair follicles of androgenetic alopecia by interfering with the dermal papilla. This cannot be the sole cause and therefore it is important for therapeutic and diagnostic purposes to identify additional pathways. Comparative full transcriptome profile analysis of the hair bulb region of normal and miniaturized hair follicles from vertex and occipital region in males with and without androgenetic alopecia revealed that next to the androgen receptor as well the retinoid receptor and particularly the PPAR pathway is involved in progressive hair miniaturization. We demonstrate the concurrent up-regulation of PPARGC1a in the epithelial compartment and androgen receptor in the dermal papilla of miniaturized hair. Dynamic Ppargc1a expression in the mouse hair cycle suggests a possible role in regulating hair growth and differentiation. This is supported by reduced proliferation of human dermal papilla and predominantly epithelial keratinocytes after incubation with AICAR, the agonist for AMPK signaling which activates PPARGC1a and serves as co-activator of PPAR&#x3b3;. In addition, miRNA profiling shows enrichment of miRNA-targeted genes in retinoid receptors and PPARGC1&#x3b1;/PPAR&#x3b3; signaling, and antigen presentation pathways.",2020,"AMP-Activated Protein Kinases; Alopecia; Aminoimidazole Carboxamide; Animals; Cell Line, Transformed; Gene Expression Regulation; Hair Follicle; Humans; Mice; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Ribonucleotides; Signal Transduction",14
30920960,PPARGC1A,10.1172/JCI127579,ERR1 and PGC1&#x3b1; associated mitochondrial alterations correlate with pan-cancer disparity in African Americans.,"African American (AA) patients have higher cancer mortality rates and shorter survival times compared to European American (EA) patients. Despite a significant focus on socioeconomic factors, recent findings strongly argue the existence of biological factors driving this disparity. Most of these factors have been described in a cancer-type specific context rather than a pan-cancer setting. A novel in silico approach based on Gene Set Enrichment Analysis (GSEA) coupled to Transcription Factor enrichment was carried out to identify common biological drivers of pan-cancer racial disparity using The Cancer Genome Atlas (TCGA) dataset. Mitochondrial content in patient tissues was examined using a multi-cancer tissue microarray approach (TMA). Mitochondrial oxidative phosphorylation was uniquely enriched in AA tumors compared to EA tumors across various cancer types. AA tumors also showed strong enrichment for the ERR1-PGC1&#x3b1;-mediated transcriptional program, which has been implicated in mitochondrial biogenesis. TMA analysis revealed that AA cancers harbor significantly more mitochondria compared to their EA counterparts. These findings highlight changes in mitochondria as a common distinguishing feature between AA and EA tumors in a pan-cancer setting, and provide the rationale for the repurposing of mitochondrial inhibitors to treat AA cancers.",2020,"Cancer; Metabolism; Oncology; Black or African American; Databases, Nucleic Acid; Female; Humans; Male; Mitochondria; Neoplasm Proteins; Neoplasms; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Receptors, Estrogen; Transcription, Genetic; White People",14
28978917,PPARGC1A,10.1038/s41598-017-12836-z,Chronic sun exposure-related fusion oncogenes EGFR-PPARGC1A in cutaneous squamous cell carcinoma.,"Cutaneous squamous cell carcinoma (cSCC) differs from SCC of other organs in its strong association with chronic sun exposure. However, the specific driver mutations in cSCC remain unknown. Fusion genes in established cSCC cell lines (A431 and DJM-1) were predicted by transcriptome sequence, and validated by Sanger sequence, fluorescence in situ hybridization and G-banding. By transcriptome sequencing, we identified fusion gene EGFR-PPARGC1A in A431, which were expressed in 31 of 102 cSCCs. The lesions harboring the fusion gene tended to be located in sun-exposed areas. In vivo cutaneous implantation of EGFR-PPARGC1A-expressing NIH3T3 induced tumors resembling human cSCC, indicating its potent tumorigenicity. NIH3T3 transfected with EGFR-PPARGC1A as well as A431 showed increased cell proliferation activity. With regard to underlying mechanism, EGFR-PPARGC1A protein causes constitutive tyrosine phosphorylation, and induces the phosphorylation of wild-type full-length epidermal growth factor receptor (EGFR) by dimerization. Conversely, the RNAi-mediated attenuation of EGFR or CRISPR/Cas9-mediated knockdown of the fusion gene in A431 led to a decrease in the cell number, and may have therapeutic value. Our findings advance the knowledge concerning genetic causes of cSCC and the function of EGFR, with potential implications for new diagnostic and therapeutic approaches.",2019,"Animals; CRISPR-Cas Systems; Carcinoma, Squamous Cell; Cell Line, Tumor; Cell Movement; Cell Proliferation; ErbB Receptors; Gene Expression Regulation, Neoplastic; Humans; In Situ Hybridization, Fluorescence; Mice; NIH 3T3 Cells; Oncogene Proteins, Fusion; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Skin Neoplasms; Sunlight; Transcriptome",14
28969371,PPARGC1A,10.1093/brain/awx196,Mammalian target of rapamycin complex 1 activation sensitizes human glioma cells to hypoxia-induced cell death.,"Glioblastomas are characterized by fast uncontrolled growth leading to hypoxic areas and necrosis. Signalling from EGFR via mammalian target of rapamycin complex 1 (mTORC1) is a major driver of cell growth and proliferation and one of the most commonly altered signalling pathways in glioblastomas. Therefore, epidermal growth factor receptor and mTORC1 signalling are plausible therapeutic targets and clinical trials with inhibitors are in progress. However, we have previously shown that epidermal growth factor receptor and mTORC1 inhibition triggers metabolic changes leading to adverse effects under the conditions of the tumour microenvironment by protecting from hypoxia-induced cell death. We hypothesized that conversely mTORC1 activation sensitizes glioma cells to hypoxia-induced cell death. As a model for mTORC1 activation we used gene suppression of its physiological inhibitor TSC2 (TSC2sh). TSC2sh glioma cells showed increased sensitivity to hypoxia-induced cell death that was accompanied by an earlier ATP depletion and an increase in reactive oxygen species. There was no difference in extracellular glucose consumption but an altered intracellular metabolic profile with an increase of intermediates of the pentose phosphate pathway. Mechanistically, mTORC1 upregulated the first and rate limiting enzyme of the pentose phosphate pathway, G6PD. Furthermore, an increase in oxygen consumption in TSC2sh cells was detected. This appeared to be due to higher transcription rates of genes involved in mitochondrial respiratory function including PPARGC1A and PPARGC1B (also known as PGC-1&#x3b1; and -&#x3b2;). The finding that mTORC1 activation causes an increase in oxygen consumption and renders malignant glioma cells susceptible to hypoxia and nutrient deprivation could help identify glioblastoma patient cohorts more likely to benefit from hypoxia-inducing therapies such as the VEGFA-targeting antibody bevacizumab in future clinical evaluations.",2017,"glioma; hypoxia; mTOR; oxygen; starvation; Cell Death; Cell Hypoxia; Cell Line, Tumor; DNA Modification Methylases; DNA Repair Enzymes; Glioma; Glucose; Humans; Isocitrate Dehydrogenase; Lactic Acid; Mechanistic Target of Rapamycin Complex 1; Multiprotein Complexes; Mutation; Oxygen Consumption; PTEN Phosphohydrolase; Reactive Oxygen Species; TOR Serine-Threonine Kinases; Tuberous Sclerosis Complex 2 Protein; Tumor Suppressor Protein p53; Tumor Suppressor Proteins",14
27496729,PPARGC1A,10.1016/j.immuni.2016.07.008,Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8(+) T Cell Exhaustion.,"Dynamic reprogramming of metabolism is essential for T&#xa0;cell effector function and memory formation. However, the regulation of metabolism in exhausted CD8(+) T (Tex) cells is poorly understood. We found that during the first week of chronic lymphocytic choriomeningitis virus (LCMV) infection, before severe dysfunction develops, virus-specific CD8(+) T&#xa0;cells were already unable to match the bioenergetics of&#xa0;effector T&#xa0;cells generated during acute infection.&#xa0;Suppression of T&#xa0;cell bioenergetics involved restricted glucose uptake and use, despite persisting mechanistic target of rapamycin (mTOR) signaling and upregulation of many anabolic pathways. PD-1 regulated early glycolytic and mitochondrial alterations and repressed transcriptional coactivator PGC-1&#x3b1;. Improving bioenergetics by overexpression of PGC-1&#x3b1; enhanced function in developing Tex cells. Therapeutic reinvigoration by anti-PD-L1 reprogrammed metabolism in a subset of Tex cells. These data highlight a key metabolic control event early in exhaustion and suggest that manipulating&#xa0;glycolytic and mitochondrial metabolism might enhance checkpoint blockade outcomes.",2017,"Animals; Antibodies, Neutralizing; B7-H1 Antigen; CD8-Positive T-Lymphocytes; Cells, Cultured; Cellular Reprogramming; Cellular Senescence; Energy Metabolism; Glucose; Lymphocytic Choriomeningitis; Lymphocytic choriomeningitis virus; Mice; Mice, Inbred C57BL; Mice, Knockout; Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha; Programmed Cell Death 1 Receptor; Signal Transduction; TOR Serine-Threonine Kinases",14
